200,1000500
300,1998100
500,2995500
800,2991500
1000,5000700
2000,1001200
3000,2002600
4000,1998400
5000,3998900
6000,5003000
7000,5997100
8000,8998800
9000,9995600
10000,11997000
11000,11998500
12000,16995800
13000,19999500
14000,23024800
15000,24998400
16000,33001000
17000,34016400
18000,39984200
19000,43001400
20000,45000900
200,998000
300,2000600
500,3998200
800,1999100
1000,3992600
2000,16998800
3000,20000000
4000,3000500
5000,3997100
6000,3998500
7000,5998000
8000,9001800
9000,13008300
10000,15993600
11000,13999000
12000,21994400
13000,24000300
14000,31002300
15000,26005100
16000,32001600
17000,32998100
18000,53005100
19000,44002000
20000,52996500
200,1008200
300,1004400
500,2991700
800,2995200
1000,3994600
2000,16003900
3000,10998100
4000,1998300
5000,3000000
6000,4995200
7000,8999400
8000,8999500
9000,15000700
10000,16994700
11000,18999200
12000,24999000
13000,22000400
14000,24996100
15000,30000800
16000,38003400
17000,35996800
18000,37004300
19000,40022300
20000,50016900
300,1001400
500,2998200
800,5996500
1000,3992000
2000,14994900
3000,22001300
4000,3000300
5000,3002300
6000,5000700
7000,5999500
8000,9001600
9000,10007800
10000,13999700
11000,15999700
12000,17998700
13000,25993000
14000,23005700
15000,28012300
16000,32007600
17000,34999200
18000,42014400
19000,44000600
20000,41010000
200,1005100
300,1000200
500,1997700
800,2000700
1000,2998800
2000,2000600
3000,1000400
4000,1997700
5000,2998300
6000,3999900
7000,9998600
8000,9995500
9000,9998000
10000,13000600
11000,18996600
12000,19998800
13000,19993600
14000,24873400
15000,27089000
16000,32981500
17000,35467300
18000,37799800
19000,39001800
20000,46999800
1000,1001100
2000,1002700
3000,999200
4000,3997200
5000,4998600
6000,7001700
7000,9002100
8000,9002300
9000,15000800
10000,18997600
11000,13996400
12000,19002600
13000,20997600
14000,28000300
15000,24991900
16000,31995900
17000,40999300
18000,43002400
19000,44002500
20000,52009600
200,1001200
300,999400
500,4000500
800,2939100
1000,5998700
2000,999400
3000,996600
4000,3997100
5000,3999500
6000,5002200
7000,5992100
8000,8998800
9000,9997300
10000,13002000
11000,16998600
12000,18999600
13000,20000200
14000,22005000
15000,33971100
16000,27993300
17000,33008100
18000,37000700
19000,41997800
20000,46003500
300,995400
500,3002500
800,3004500
1000,3002400
2000,13997400
3000,16997400
4000,2997300
5000,2995900
6000,4997400
7000,5999700
8000,8000500
9000,9996500
10000,14998000
11000,21998000
12000,17994100
13000,17999800
14000,25002600
15000,25000000
16000,27000800
17000,32994700
18000,38022200
19000,42017500
20000,41000700
300,998600
500,6004300
800,2998900
1000,2998900
2000,2996900
3000,2004400
4000,3995200
5000,5001500
6000,5993500
7000,6998300
8000,11994100
9000,16002700
10000,20001500
11000,22992200
12000,24997700
13000,21002000
14000,25001800
15000,27001000
16000,28012100
17000,28982400
18000,44999500
19000,43038500
20000,41019800
300,995700
500,2994500
800,4007800
1000,3999400
2000,14998500
3000,3999400
4000,3008900
5000,3998400
6000,6001100
7000,6002600
8000,8000200
9000,10996100
10000,16996400
11000,15999300
12000,18000000
13000,22005800
14000,23997000
15000,28004600
16000,32002000
17000,42015100
18000,46010500
19000,40986800
20000,49002200
